Hashtags
"yeongtongwhere
개강+대면 수업으로
점심 먹어야 할 곳을 찾는다면?
경희대 근처 점심 맛집 추천 리스트💗
실제 경희대생이 엄선한 맛집 모음임!🙌
밥약의 성지! 덮밥이 먹고 싶다면 이곳으로!! 덮밥 종류가 다양함!

#겐코
@@선배 밥 사주세요~😍
38주"
"yeongtongwhere
개강+대면 수업으로
점심 먹어야 할 곳을 찾는다면?
경희대 근처 점심 맛집 추천 리스트💗
실제 경희대생이 엄선한 맛집 모음임!🙌
생연어 덮밥과 수제 일본식 카레 전문점으로 모든 음식 맛 보장!

#호식당
@@선배 밥 사주세요~😍
38주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
파스타 및 브런치 맛집으로 이미 영통에서 소문난 소개팅 분위기 맛집!

#그로또
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
다양한 와인을 파는 퓨전 레스토랑으로 분위기와 맛 둘 다 잡은 맛집!

#붉은입술
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
이탈리안 레스토랑으로 화덕피자와 다양한 이탈리안 요리 맛 볼 수 있음!

#아름다운땅
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
외국에 온 듯한 느낌을 주는 이국적인 분위기의 브런치 맛집

#쏘니스썬프란시스코마켓
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
다양한 안주들과 300가지 넘는 다양한 와인을 즐길 수 있는 와인바

#무빈와인
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
화려한 샹들리에 인테리어가 인상적이고 신라호텔 쉐프가 만드는 맛집!

#더유로피언
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
낮에는 브런치와 카페, 밤에는 와인다이닝으로 운영하는 양식 맛집

#스미어
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
광교 카페 거리에서 이미 소문난 파스타 맛집으로 분위기까지 좋음!

#알단테
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 💖소개팅 하기 좋은💖 맛집 모음
영통에서 분위기+ 맛까지 좋은
식당을 알고 싶다면?!
나만 몰랐던 영통 맛집들 대공개👏
샹들리에가 분위기 다하는 다이닝펍 레스토랑으로 식스센스에도 나옴!

#투섹션
@@다음 기념일에는 여기서 데이트 ㄱ?
39주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
점심이 가성비로 유명한 초밥 맛집! 바 자리가 있어서 혼밥 하기 좋음!

#초밥쟁이
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
넓은 매장과 저렴한 가격에 푸짐하게 먹을 수 있는 돈가스 맛집!

#최고당돈가스영통점
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
단순 유부초밥이 아닌 다양한 토핑으로 여러가지 맛을 볼 수 있는 곳!

#반달유부
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
제2의 경희대 학식이라고 불리는 가성비 맛집! 혼밥 하는 학생도 많음!

#부대통령뚝배기수원경희대점
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
감칠맛이 일품인 튀김덮밥 전문점! 튀김이 완전 바삭하고 촉촉함!

#고쿠텐영통점
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
1인 샤브샤브 정식이 있어 혼자 샤브샤브가 먹고싶을 때 제격!

#미채담샤브정
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
1인 보쌈집으로 유명한 이곳! 다양한 종류의 도시락을 맛 볼 수 있음!

#싸움의고수영통점
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
영통 혼밥 하기 좋은 식당 추천 리스트

한식부터 일식까지
종류별로 다양하게 즐길 수 있음!
혼밥 하나하나씩 도장깨보자!
진한 육수에 고기가 많이 들어가있고 면이 탱글해 식감까지 완벽한 맛집!

#코이라멘수원영통점
@@혼밥 말고 같이 가서 먹어줄 사람~?
40주"
"yeongtongwhere
7월ver.
영통 신규 오픈가게 모음zip💟
카페부터 밥집까지 다양한 맛집들이 영통에 생겼다구!!
오늘부터 한 곳씩 정복하자😉
스페인르꼬르동블루를 졸업하신 셰프님의 오픈 키친 스페인 코스 요리 레스토랑

#아블라
@@나랑 신상 맛집투어 하자~

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램

수정됨 · 42주"
"yeongtongwhere
7월ver.
영통 신규 오픈가게 모음zip💟
카페부터 밥집까지 다양한 맛집들이 영통에 생겼다구!!
오늘부터 한 곳씩 정복하자😉
신선한 야채를 사용하여 다양하고 푸짐한 토핑으로 포만감이 큰 샐러드 맛집!

#샐러드앤가득광교점
@@나랑 신상 맛집투어 하자~

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램

수정됨 · 42주"
"yeongtongwhere
7월ver.
영통 신규 오픈가게 모음zip💟
카페부터 밥집까지 다양한 맛집들이 영통에 생겼다구!!
오늘부터 한 곳씩 정복하자😉
수제버거 맛집 영통 광교에 상륙! 고기 육즙 가득 패티와 신선한 야채까지~

#블리스버거광교점
@@나랑 신상 맛집투어 하자~

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램

수정됨 · 42주"
"yeongtongwhere
7월ver.
영통 신규 오픈가게 모음zip💟
카페부터 밥집까지 다양한 맛집들이 영통에 생겼다구!!
오늘부터 한 곳씩 정복하자😉
홀케이크와 커스텀 케이크도 주문 가능한 귀여운 쿠키를 파는 수제쿠키 맛집

#쏠
@@나랑 신상 맛집투어 하자~

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램

수정됨 · 42주"
"yeongtongwhere
7월ver.
영통 신규 오픈가게 모음zip💟
카페부터 밥집까지 다양한 맛집들이 영통에 생겼다구!!
오늘부터 한 곳씩 정복하자😉
한우 사골육수와 프리미엄 햄과 소세지로 만드는 30년 전통 부대찌개 맛집!

#모박사부대찌개광교점
@@나랑 신상 맛집투어 하자~

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램

수정됨 · 42주"
"yeongtongwhere
7월ver.
영통 신규 오픈가게 모음zip💟
카페부터 밥집까지 다양한 맛집들이 영통에 생겼다구!!
오늘부터 한 곳씩 정복하자😉
커피도 맛있고 카야토스트와 크림 브륄레도 맛있는 가성비 좋은 카페 맛집!

#벌컥벌컥커피
@@나랑 신상 맛집투어 하자~

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램

수정됨 · 42주"
"yeongtongwhere
7월ver.
영통 신규 오픈가게 모음zip💟
카페부터 밥집까지 다양한 맛집들이 영통에 생겼다구!!
오늘부터 한 곳씩 정복하자😉
핸드메이드 그릭 요거트와 그레놀라가 맛있고 인테리어도 예쁜 신상 카페!

#아이엠그라운드
@@나랑 신상 맛집투어 하자~

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램

수정됨 · 42주"
"yoengtongwhere
수요미식회에도 나온 #크래프트루 영통점🍺
양조장에서 갓 생산된 신선한 수제맥주와
다양한 존맛 피자와 스테이크까지 다있음!
분위기 진짜 힙해서 재밌게 술마시기 👍

@@이번주말에 피맥하러 갈 사람~?
📍영통동 1011-6
44주"
"yeongtongwhere
요즘 핫하다는 🍷영통 무국적 술집 모음🍷
영통에 이런 곳이 있었다고?!😮
나만 알고 있던 숨겨진 분위기 맛집들 대공개👏
혼술하기 좋고 안주도 모두 맛있고 서비스도 많이 주는 숨겨진 맛집!

#닷지
@@더 유명해지기전에 얼른 가자🙌

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #무국적술집 #무국적주점 #무국적식당 
46주"
"yeongtongwhere
요즘 핫하다는 🍷영통 무국적 술집 모음🍷
영통에 이런 곳이 있었다고?!😮
나만 알고 있던 숨겨진 분위기 맛집들 대공개👏
사장님 추천 지중해식 해물스튜가 맛있는 영통 중상의 맛집!

#모코지
@@더 유명해지기전에 얼른 가자🙌

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #무국적술집 #무국적주점 #무국적식당 
46주"
"yeongtongwhere
요즘 핫하다는 🍷영통 무국적 술집 모음🍷
영통에 이런 곳이 있었다고?!😮
나만 알고 있던 숨겨진 분위기 맛집들 대공개👏
맛있는 안주와 전통주부터 와인까지 다양한 주류를 파는 비스트로!

#비스트로출출
@@더 유명해지기전에 얼른 가자🙌

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #무국적술집 #무국적주점 #무국적식당 
46주"
"yeongtongwhere
요즘 핫하다는 🍷영통 무국적 술집 모음🍷
영통에 이런 곳이 있었다고?!😮
나만 알고 있던 숨겨진 분위기 맛집들 대공개👏
변형된 유럽피안 스타일의 음식이 매력적인 맛집!

#고씨주방
@@더 유명해지기전에 얼른 가자🙌

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #무국적술집 #무국적주점 #무국적식당 
46주"
"yeongtongwhere
요즘 핫하다는 🍷영통 무국적 술집 모음🍷
영통에 이런 곳이 있었다고?!😮
나만 알고 있던 숨겨진 분위기 맛집들 대공개👏
그 날 신선한 제철재료로 안주인 기분에 따라 다양한 요리를 제공하는 식당!

#식당안
@@더 유명해지기전에 얼른 가자🙌

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #무국적술집 #무국적주점 #무국적식당 
46주"
"yeongtongwhere
요즘 핫하다는 🍷영통 무국적 술집 모음🍷
영통에 이런 곳이 있었다고?!😮
나만 알고 있던 숨겨진 분위기 맛집들 대공개👏
월마다 메뉴가 바뀌는 나만 알고 싶은 분위기 좋은 맛집!

#차츰
@@더 유명해지기전에 얼른 가자🙌

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #무국적술집 #무국적주점 #무국적식당 
46주"
"yeongtongwhere
영통 반달공원 근처 숨겨진 맛집👍
이베리코 특수부위 #팔청식당 영통점😍
새우살 들어간 계란찜부터
비빔국수, 해물라면에 도시락까지😆
사이드만 먹어도 배부른거 실화?
나랑 고기 먹으러 갈 사람~🙌

@언제갈래?
📍영통동 1033-6
47주"
"yeongtongwhere
장마철 끝나면 열대야 찾아오는 거 실화?
영통구 #빙수맛집 미리 저장해두고
장마 끝나면 먹으러 가자~🙌
탑처럼 쌓아올린 아이스크림이 포인트인 생과일 빙수 맛집

#화이트스노우
@함께 먹고 싶은 친구 태그 ㄱㄱ😁

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #빙수 #빙수맛집"
"yeongtongwhere
장마철 끝나면 열대야 찾아오는 거 실화?
영통구 #빙수맛집 미리 저장해두고
장마 끝나면 먹으러 가자~🙌
일본 느낌의 분위기와 여름한정 신메뉴 꿀밤빙수까지 즐길 수 있는 곳!

#쿠로이시로
@함께 먹고 싶은 친구 태그 ㄱㄱ😁

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #빙수 #빙수맛집"
"yeongtongwhere
장마철 끝나면 열대야 찾아오는 거 실화?
영통구 #빙수맛집 미리 저장해두고
장마 끝나면 먹으러 가자~🙌
신선한 생과일과 푸짐하게 올려진 토핑이 유명한 맛집!

#사계빙수
@함께 먹고 싶은 친구 태그 ㄱㄱ😁

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #빙수 #빙수맛집"
"yeongtongwhere
장마철 끝나면 열대야 찾아오는 거 실화?
영통구 #빙수맛집 미리 저장해두고
장마 끝나면 먹으러 가자~🙌
시그니처 수박품은빙수 + 모든 빙수가 맛있다고 소문난 곳!

#카인드엉클
@함께 먹고 싶은 친구 태그 ㄱㄱ😁

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #빙수 #빙수맛집"
"yeongtongwhere
장마철 끝나면 열대야 찾아오는 거 실화?
영통구 #빙수맛집 미리 저장해두고
장마 끝나면 먹으러 가자~🙌
과일을 그대로 파내어 만든 메론과 파인애플 빙수 맛집!

#우리가사랑하는동네
@함께 먹고 싶은 친구 태그 ㄱㄱ😁

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #빙수 #빙수맛집"
"yeongtongwhere
장마철 끝나면 열대야 찾아오는 거 실화?
영통구 #빙수맛집 미리 저장해두고
장마 끝나면 먹으러 가자~🙌
세수대야 그릇에 과일이 듬뿍 담긴 포장, 배달 빙수 맛집!

#금커피별빙수
@함께 먹고 싶은 친구 태그 ㄱㄱ😁

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #빙수 #빙수맛집"
"yeongtongwhere
장마철 끝나면 열대야 찾아오는 거 실화?
영통구 #빙수맛집 미리 저장해두고
장마 끝나면 먹으러 가자~🙌
랭킹 1위 돼지빙수와 더불어 모든 빙수가 혜자인 맛집!

#빙찌
@함께 먹고 싶은 친구 태그 ㄱㄱ😁

#영통어디가 #영통맛집 #영통
#수원 #수원맛집 #맛집 #빙수 #빙수맛집"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
육즙 팡팡 터지는 패티가 예술인 수제버거집! 단골도 많다구~

#파이어벨
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
1++한우를 정육 식당 가격으로 즐길 수 있는 콜키지 프리 한우 맛집!

#우교당
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
상위10% 스페셜티 생두로 만든 커피를 합리적인 가격에 즐길 수 있는 카페

#텐퍼센트커피
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
생활의달인 명장이 만드는 국내 최초 한국식 탄탄면의 전문점

#탄탄면공방광교법조타운점
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
모든 접시 균일가! 가성비 좋기로 유명한 회전초밥 체인점 퀄리티도 좋다구~

#스시노칸도판타지움점
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
양조장 직영의 수상 경력 화려한 수제맥주 맛집. 안주랑 같이 먹으면 환상!

#크래프트루앤컴퍼니영통
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
푸짐한 비주얼의 르벵쿠키와 다양한 그릭요거트 디저트가 있는 카페

#비스코티카페
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
⑥월 ver.
영통 신규 오픈가게 모음zip❤️
군침이 싹 도는 다양한 맛집들이
영통에 생겼다구!! 언제갈래?!?!
감칠맛 나는 양념이 예술인 해물찜 맛집! 마약볶음밥 필수!!

#경원해물찜
@@같이 가고 싶은 사람 태그😃

#영통어디가 #영통 #영통맛집
#맛집 #수원 #수원맛집
48주"
"yeongtongwhere
🍝영통 파스타 맛집 모음🍝
파스타 달인들이 전부 영통에 있나봄👨‍🍳
데이트고 소개팅이고 모임이고 전부 가능한
예쁘고 맛있고 다하는 파스타집 모음💟
알 사람들은 다 알아서 이미 웨이팅 많다는 맛집! 먹고 나면 인생뇨끼 등극

#라루치아
@@다 존맛탱인디.. 어디부터 갈까?

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램
수정됨 · 52주"
"yeongtongwhere
🍝영통 파스타 맛집 모음🍝
파스타 달인들이 전부 영통에 있나봄👨‍🍳
데이트고 소개팅이고 모임이고 전부 가능한
예쁘고 맛있고 다하는 파스타집 모음💟
맛있는 녀석들에도 나온 찐맛집! 독일산 수제맥주와 함께하면 더 완벽함

#완벽한인생광교앨리웨이점
@@다 존맛탱인디.. 어디부터 갈까?

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램
수정됨 · 52주"
"yeongtongwhere
🍝영통 파스타 맛집 모음🍝
파스타 달인들이 전부 영통에 있나봄👨‍🍳
데이트고 소개팅이고 모임이고 전부 가능한
예쁘고 맛있고 다하는 파스타집 모음💟
특별하고 맛있는 메뉴와 편안한 분위기, 광교호수 뷰까지 모든걸 다 갖춘 맛집

#아마노
@@다 존맛탱인디.. 어디부터 갈까?

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램
수정됨 · 52주"
"yeongtongwhere
🍝영통 파스타 맛집 모음🍝
파스타 달인들이 전부 영통에 있나봄👨‍🍳
데이트고 소개팅이고 모임이고 전부 가능한
예쁘고 맛있고 다하는 파스타집 모음💟
캘리포니아 미슐랭 출신 쉐프가 건강한 재료로 요리 해주는 파스타! 단골 많음

#그로또
@@다 존맛탱인디.. 어디부터 갈까?

#영통어디가 #영통 #맛집
#수원 #수원맛집 #먹스타그램
수정됨 · 52주"
